number,suffix,pos,form,ending,example,support
([1-9][0-9]*)?1[1-9]$,ndale,O,sg all,le,19-ndale,11
([1-9][0-9]*)?1[1-9]$,dale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]$,nendale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]$,ale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]$,ast,O,sg el,st,,
([1-9][0-9]*)?1[1-9]$,dast,O,sg el,st,19-dast,3
([1-9][0-9]*)?1[1-9]$,ndast,O,sg el,st,1914-ndast,17
([1-9][0-9]*)?1[1-9]$,t,O,sg el,st,911t,11
([1-9][0-9]*)?1[1-9]$,endast,O,sg el,st,,
([1-9][0-9]*)?1[1-9]$,nendast,O,sg el,st,12-nendast,1
([1-9][0-9]*)?1[1-9]$,st,O,sg el,st,917-st,82
([1-9][0-9]*)?1[1-9]$,ndana,O,sg es,na,217-ndana,18
([1-9][0-9]*)?1[1-9]$,dana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]$,endana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]$,na,O,sg es,na,313-na,9
([1-9][0-9]*)?1[1-9]$,ana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]$,a,O,sg es,na,912a,49
([1-9][0-9]*)?1[1-9]$,nendana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]$,da,O,sg g,0,15da,3
([1-9][0-9]*)?1[1-9]$,nenda,O,sg g,0,15-nenda,2
([1-9][0-9]*)?1[1-9]$,nda,O,sg g,0,315-nda,23
([1-9][0-9]*)?1[1-9]$,a,O,sg g,0,912a,49
([1-9][0-9]*)?1[1-9]$,enda,O,sg g,0,,
([1-9][0-9]*)?1[1-9]$,ndasse,O,sg ill,sse,19-ndasse,7
([1-9][0-9]*)?1[1-9]$,dasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]$,e,O,sg ill,sse,912e,15
([1-9][0-9]*)?1[1-9]$,endasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]$,sse,O,sg ill,sse,318sse,16
([1-9][0-9]*)?1[1-9]$,nendasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]$,asse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]$,se,O,sg ill,sse,215-se,11
([1-9][0-9]*)?1[1-9]$,endas,O,sg in,s,,
([1-9][0-9]*)?1[1-9]$,nendas,O,sg in,s,,
([1-9][0-9]*)?1[1-9]$,das,O,sg in,s,17das,3
([1-9][0-9]*)?1[1-9]$,ndas,O,sg in,s,19-ndas,9
([1-9][0-9]*)?1[1-9]$,as,O,sg in,s,,
([1-9][0-9]*)?1[1-9]$,s,O,sg in,s,911s,32
([1-9][0-9]*)?1[1-9]$,endaga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]$,aga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]$,daga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]$,ga,O,sg kom,ga,914-ga,53
([1-9][0-9]*)?1[1-9]$,nendaga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]$,a,O,sg kom,ga,912a,49
([1-9][0-9]*)?1[1-9]$,ndaga,O,sg kom,ga,315ndaga,1
([1-9][0-9]*)?1[1-9]$,nes,O,sg n,0,19-nes,13
([1-9][0-9]*)?1[1-9]$,es,O,sg n,0,12es,3
([1-9][0-9]*)?1[1-9]$,s,O,sg n,0,911s,32
([1-9][0-9]*)?1[1-9]$,nendat,O,sg p,t,,
([1-9][0-9]*)?1[1-9]$,at,O,sg p,t,,
([1-9][0-9]*)?1[1-9]$,ndat,O,sg p,t,19ndat,19
([1-9][0-9]*)?1[1-9]$,t,O,sg p,t,911t,11
([1-9][0-9]*)?1[1-9]$,dat,O,sg p,t,18-dat,3
([1-9][0-9]*)?1[1-9]$,endat,O,sg p,t,,
([1-9][0-9]*)?1[1-9]$,dani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]$,ni,O,sg ter,ni,917-ni,65
([1-9][0-9]*)?1[1-9]$,ani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]$,ndani,O,sg ter,ni,1917ndani,5
([1-9][0-9]*)?1[1-9]$,nendani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]$,endani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]$,i,O,sg ter,ni,911-i,8
([1-9][0-9]*)?1[1-9]$,endaks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]$,aks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]$,nendaks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]$,daks,O,sg tr,ks,18daks,1
([1-9][0-9]*)?1[1-9]$,ndaks,O,sg tr,ks,316ndaks,23
([1-9][0-9]*)?1[1-9]$,ks,O,sg tr,ks,3315ks,23
([1-9][0-9]*)?1[1-9]$,s,O,sg tr,ks,911s,32
([1-9][0-9]*)?1[1-9]\.$,,O,?,0,9919.,433
([1-9][0-9]*)?1[1-9]\.$,ta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,ndateta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,teta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,a,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,dateta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,eta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,ateta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,endateta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,nendateta,O,pl ab,teta,,
([1-9][0-9]*)?1[1-9]\.$,dailt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,ailt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,ilt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,endailt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,t,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,ndailt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,lt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,nendailt,O,pl abl,ilt,,
([1-9][0-9]*)?1[1-9]\.$,ndatelt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,endatelt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,nendatelt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,t,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,telt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,elt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,lt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,datelt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,atelt,O,pl abl,telt,,
([1-9][0-9]*)?1[1-9]\.$,ail,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,l,O,pl ad,il,12.-l,1
([1-9][0-9]*)?1[1-9]\.$,il,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,ndail,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,nendail,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,dail,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,endail,O,pl ad,il,,
([1-9][0-9]*)?1[1-9]\.$,nendatel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,atel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,l,O,pl ad,tel,12.-l,1
([1-9][0-9]*)?1[1-9]\.$,el,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,endatel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,datel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,ndatel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,tel,O,pl ad,tel,,
([1-9][0-9]*)?1[1-9]\.$,aile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,nendaile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,ndaile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,e,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,endaile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,le,O,pl all,ile,18.-le,1
([1-9][0-9]*)?1[1-9]\.$,ile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,daile,O,pl all,ile,,
([1-9][0-9]*)?1[1-9]\.$,ele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,e,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,tele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,nendatele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,le,O,pl all,tele,18.-le,1
([1-9][0-9]*)?1[1-9]\.$,ndatele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,datele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,endatele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,atele,O,pl all,tele,,
([1-9][0-9]*)?1[1-9]\.$,ist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,nendaist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,ndaist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,t,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,aist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,endaist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,daist,O,pl el,ist,,
([1-9][0-9]*)?1[1-9]\.$,st,O,pl el,ist,18.-st,3
([1-9][0-9]*)?1[1-9]\.$,test,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,est,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,atest,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,t,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,datest,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,ndatest,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,nendatest,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,endatest,O,pl el,test,,
([1-9][0-9]*)?1[1-9]\.$,st,O,pl el,test,18.-st,3
([1-9][0-9]*)?1[1-9]\.$,aina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,ina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,nendaina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,ndaina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,a,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,na,O,pl es,ina,16.-na,2
([1-9][0-9]*)?1[1-9]\.$,daina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,endaina,O,pl es,ina,,
([1-9][0-9]*)?1[1-9]\.$,ena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,tena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,atena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,ndatena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,a,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,na,O,pl es,tena,16.-na,2
([1-9][0-9]*)?1[1-9]\.$,datena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,endatena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,nendatena,O,pl es,tena,,
([1-9][0-9]*)?1[1-9]\.$,date,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,e,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,ndate,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,nendate,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,endate,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,te,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,ate,O,pl g,te,,
([1-9][0-9]*)?1[1-9]\.$,endaisse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,e,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,aisse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,daisse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,nendaisse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,isse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,ndaisse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,sse,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,se,O,pl ill,isse,,
([1-9][0-9]*)?1[1-9]\.$,nendatesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,e,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,esse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,ndatesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,sse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,tesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,endatesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,atesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,se,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,datesse,O,pl ill,tesse,,
([1-9][0-9]*)?1[1-9]\.$,is,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,nendais,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,ais,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,ndais,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,s,O,pl in,is,18.-s,2
([1-9][0-9]*)?1[1-9]\.$,endais,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,dais,O,pl in,is,,
([1-9][0-9]*)?1[1-9]\.$,dates,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,ndates,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,endates,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,es,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,ates,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,nendates,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,s,O,pl in,tes,18.-s,2
([1-9][0-9]*)?1[1-9]\.$,tes,O,pl in,tes,,
([1-9][0-9]*)?1[1-9]\.$,datega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,nendatega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,ndatega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,a,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,ega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,ga,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,endatega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,tega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,atega,O,pl kom,tega,,
([1-9][0-9]*)?1[1-9]\.$,dad,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,d,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,endad,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,ndad,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,ad,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,nendad,O,pl n,d,,
([1-9][0-9]*)?1[1-9]\.$,aid,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,nendaid,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,d,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,endaid,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,daid,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,ndaid,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,id,O,pl p,id,,
([1-9][0-9]*)?1[1-9]\.$,nendaini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,ni,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,aini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,i,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,daini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,ini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,endaini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,ndaini,O,pl ter,ini,,
([1-9][0-9]*)?1[1-9]\.$,ni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,nendateni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,endateni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,i,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,ateni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,eni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,ndateni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,dateni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,teni,O,pl ter,teni,,
([1-9][0-9]*)?1[1-9]\.$,aiks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,daiks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,iks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,endaiks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,ks,O,pl tr,iks,15.-ks,3
([1-9][0-9]*)?1[1-9]\.$,nendaiks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,s,O,pl tr,iks,18.-s,2
([1-9][0-9]*)?1[1-9]\.$,ndaiks,O,pl tr,iks,,
([1-9][0-9]*)?1[1-9]\.$,eks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,dateks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,teks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,nendateks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,ateks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,ndateks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,ks,O,pl tr,teks,15.-ks,3
([1-9][0-9]*)?1[1-9]\.$,endateks,O,pl tr,teks,,
([1-9][0-9]*)?1[1-9]\.$,s,O,pl tr,teks,18.-s,2
([1-9][0-9]*)?1[1-9]\.$,ta,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,ndata,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,endata,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,a,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,nendata,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,ata,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,data,O,sg ab,ta,,
([1-9][0-9]*)?1[1-9]\.$,endalt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,alt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,ndalt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,t,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,lt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,nendalt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,dalt,O,sg abl,lt,,
([1-9][0-9]*)?1[1-9]\.$,nendal,O,sg ad,l,,
([1-9][0-9]*)?1[1-9]\.$,l,O,sg ad,l,12.-l,1
([1-9][0-9]*)?1[1-9]\.$,ndal,O,sg ad,l,19.-ndal,2
([1-9][0-9]*)?1[1-9]\.$,dal,O,sg ad,l,,
([1-9][0-9]*)?1[1-9]\.$,endal,O,sg ad,l,,
([1-9][0-9]*)?1[1-9]\.$,al,O,sg ad,l,,
([1-9][0-9]*)?1[1-9]\.$,endale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,e,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,le,O,sg all,le,18.-le,1
([1-9][0-9]*)?1[1-9]\.$,ndale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,dale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,nendale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,ale,O,sg all,le,,
([1-9][0-9]*)?1[1-9]\.$,dast,O,sg el,st,,
([1-9][0-9]*)?1[1-9]\.$,ndast,O,sg el,st,14.-ndast,1
([1-9][0-9]*)?1[1-9]\.$,t,O,sg el,st,,
([1-9][0-9]*)?1[1-9]\.$,ast,O,sg el,st,1912.-ast,1
([1-9][0-9]*)?1[1-9]\.$,endast,O,sg el,st,,
([1-9][0-9]*)?1[1-9]\.$,nendast,O,sg el,st,,
([1-9][0-9]*)?1[1-9]\.$,st,O,sg el,st,18.-st,3
([1-9][0-9]*)?1[1-9]\.$,dana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]\.$,ndana,O,sg es,na,18.-ndana,1
([1-9][0-9]*)?1[1-9]\.$,a,O,sg es,na,,
([1-9][0-9]*)?1[1-9]\.$,endana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]\.$,na,O,sg es,na,16.-na,2
([1-9][0-9]*)?1[1-9]\.$,ana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]\.$,nendana,O,sg es,na,,
([1-9][0-9]*)?1[1-9]\.$,da,O,sg g,0,,
([1-9][0-9]*)?1[1-9]\.$,nenda,O,sg g,0,,
([1-9][0-9]*)?1[1-9]\.$,a,O,sg g,0,,
([1-9][0-9]*)?1[1-9]\.$,nda,O,sg g,0,15.-nda,1
([1-9][0-9]*)?1[1-9]\.$,enda,O,sg g,0,,
([1-9][0-9]*)?1[1-9]\.$,ndasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,e,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,dasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,endasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,sse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,asse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,se,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,nendasse,O,sg ill,sse,,
([1-9][0-9]*)?1[1-9]\.$,endas,O,sg in,s,,
([1-9][0-9]*)?1[1-9]\.$,nendas,O,sg in,s,,
([1-9][0-9]*)?1[1-9]\.$,das,O,sg in,s,,
([1-9][0-9]*)?1[1-9]\.$,ndas,O,sg in,s,,
([1-9][0-9]*)?1[1-9]\.$,as,O,sg in,s,,
([1-9][0-9]*)?1[1-9]\.$,s,O,sg in,s,18.-s,2
([1-9][0-9]*)?1[1-9]\.$,endaga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,a,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,aga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,daga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,ga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,nendaga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,ndaga,O,sg kom,ga,,
([1-9][0-9]*)?1[1-9]\.$,nendat,O,sg p,t,,
([1-9][0-9]*)?1[1-9]\.$,at,O,sg p,t,,
([1-9][0-9]*)?1[1-9]\.$,t,O,sg p,t,,
([1-9][0-9]*)?1[1-9]\.$,dat,O,sg p,t,,
([1-9][0-9]*)?1[1-9]\.$,endat,O,sg p,t,,
([1-9][0-9]*)?1[1-9]\.$,ndat,O,sg p,t,19.-ndat,1
([1-9][0-9]*)?1[1-9]\.$,dani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,ni,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,ani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,ndani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,i,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,nendani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,endani,O,sg ter,ni,,
([1-9][0-9]*)?1[1-9]\.$,endaks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]\.$,aks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]\.$,nendaks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]\.$,ndaks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]\.$,daks,O,sg tr,ks,,
([1-9][0-9]*)?1[1-9]\.$,ks,O,sg tr,ks,15.-ks,3
([1-9][0-9]*)?1[1-9]\.$,s,O,sg tr,ks,18.-s,2
([1-9][0-9]*)?[1-9]0$,,N,?,0,999910,3401
([1-9][0-9]*)?[1-9]0$,teta,N,pl ab,teta,,
([1-9][0-9]*)?[1-9]0$,eta,N,pl ab,teta,,
([1-9][0-9]*)?[1-9]0$,ta,N,pl ab,teta,20-ta,1
([1-9][0-9]*)?[1-9]0$,neteta,N,pl ab,teta,,
([1-9][0-9]*)?[1-9]0$,eteta,N,pl ab,teta,,
([1-9][0-9]*)?[1-9]0$,a,N,pl ab,teta,90a,42
([1-9][0-9]*)?[1-9]0$,ilt,N,pl abl,ilt,,
([1-9][0-9]*)?[1-9]0$,neilt,N,pl abl,ilt,,
([1-9][0-9]*)?[1-9]0$,t,N,pl abl,ilt,9110-t,41
([1-9][0-9]*)?[1-9]0$,eilt,N,pl abl,ilt,,
([1-9][0-9]*)?[1-9]0$,lt,N,pl abl,ilt,990lt,94
([1-9][0-9]*)?[1-9]0$,netelt,N,pl abl,telt,,
([1-9][0-9]*)?[1-9]0$,etelt,N,pl abl,telt,,
([1-9][0-9]*)?[1-9]0$,t,N,pl abl,telt,9110-t,41
([1-9][0-9]*)?[1-9]0$,telt,N,pl abl,telt,,
([1-9][0-9]*)?[1-9]0$,elt,N,pl abl,telt,150-elt,1
([1-9][0-9]*)?[1-9]0$,lt,N,pl abl,telt,990lt,94
([1-9][0-9]*)?[1-9]0$,l,N,pl ad,il,9210-l,86
([1-9][0-9]*)?[1-9]0$,il,N,pl ad,il,750il,2
([1-9][0-9]*)?[1-9]0$,eil,N,pl ad,il,,
([1-9][0-9]*)?[1-9]0$,neil,N,pl ad,il,,
([1-9][0-9]*)?[1-9]0$,etel,N,pl ad,tel,,
([1-9][0-9]*)?[1-9]0$,l,N,pl ad,tel,9210-l,86
([1-9][0-9]*)?[1-9]0$,el,N,pl ad,tel,80-el,5
([1-9][0-9]*)?[1-9]0$,netel,N,pl ad,tel,,
([1-9][0-9]*)?[1-9]0$,tel,N,pl ad,tel,90-tel,29
([1-9][0-9]*)?[1-9]0$,e,N,pl all,ile,90e,40
([1-9][0-9]*)?[1-9]0$,neile,N,pl all,ile,,
([1-9][0-9]*)?[1-9]0$,le,N,pl all,ile,980-le,146
([1-9][0-9]*)?[1-9]0$,ile,N,pl all,ile,,
([1-9][0-9]*)?[1-9]0$,eile,N,pl all,ile,,
([1-9][0-9]*)?[1-9]0$,e,N,pl all,tele,90e,40
